short_name,long_name,overall,potential,age,height_cm,weight_kg,club_name,league_name,club_position,nationality,preferred_foot,weak_foot,skill_moves,work_rate,body_type,real_face,release_clause_eur,pace,shooting,passing,dribbling,defending,physic
Robson,Robson Leandro Dos Santos,68,68,28,180,77,Club Atlético Palmaflor,Liga de Fútbol Profesional Boliviano,RB,Brazil,Right,2,2,Medium/High,Normal (170-185),No,2400000,63,35,53,43,70,75
G. Abrego,Gonzalo Damián Abrego,68,74,21,184,75,Godoy Cruz,Argentina Primera División,RDM,Argentina,Right,3,2,Medium/Medium,Lean (170-185),No,3200000,65,51,66,69,58,76
Lincoln,Lincoln Corrêa dos Santos,68,78,20,180,79,Vissel Kobe,Japanese J. League Division 1,SUB,Brazil,Right,3,3,Medium/Medium,Stocky (170-185),No,4100000,73,67,57,72,22,63
A. Zaroury,Anass Zaroury,68,79,20,176,68,Royal Charleroi S.C.,Belgian Jupiler Pro League,LS,Belgium,Right,4,3,High/Medium,Lean (170-185),No,4600000,81,64,65,74,27,57
M. Ramírez,Matías Ramírez,68,76,22,183,76,Godoy Cruz,Argentina Primera División,SUB,Argentina,Right,3,3,Medium/Low,Lean (170-185),No,4600000,80,61,56,81,25,54
Matheus Costa,Matheus de Mello Costa,68,72,26,188,82,Clube Sport Marítimo,Portuguese Liga ZON SAGRES,SUB,Brazil,Right,3,2,Medium/High,Normal (185+),No,3300000,82,29,41,50,69,72
Ezkurdia,Imanol Ezkurdia Ugalde,68,78,22,180,71,Real Sociedad B,Spanish Segunda División,SUB,Spain,Left,3,2,Medium/Medium,Normal (170-185),No,4600000,68,36,54,52,69,71
J. Bauman,Jonathan Jesús Bauman,68,68,30,178,74,Independiente del Valle,Ecuadorian Serie A,ST,Argentina,Right,2,2,Medium/Low,Normal (170-185),No,2600000,73,66,53,66,30,61
Henrique,Henrique Roberto Rafael,68,68,27,178,64,Clube Sport Marítimo,Portuguese Liga ZON SAGRES,SUB,Brazil,Right,3,2,Medium/Medium,Lean (170-185),No,2700000,86,62,58,75,31,45
Filipe Cardoso,Filipe Couto Cardoso,68,71,27,190,85,Clube Sport Marítimo,Portuguese Liga ZON SAGRES,SUB,Portugal,Right,2,2,Medium/Medium,Normal (185+),No,3000000,57,46,62,62,66,78
Thaciano,Thaciano Mickael da Silva,68,71,26,182,74,Altay SK,Turkish Süper Lig,SUB,Brazil,Right,3,2,High/Low,Normal (170-185),No,3200000,72,66,66,69,55,71
Alex Nascimento,Alex Nascimento,68,77,22,189,81,Futebol Clube de Famalicão,Portuguese Liga ZON SAGRES,SUB,Brazil,Left,3,2,Medium/High,Normal (185+),No,5800000,58,32,49,49,69,68
Rodrigo Muniz,Rodrigo Muniz Carvalho,68,80,20,185,79,Fulham,English League Championship,SUB,Brazil,Right,3,3,Medium/Medium,Normal (185+),No,6100000,70,68,55,66,33,71
P. Toranzo,Patricio Daniel Toranzo,67,67,39,178,73,Club Atlético Huracán,Argentina Primera División,SUB,Argentina,Right,3,3,Medium/Medium,Normal (170-185),No,471000,44,64,73,69,55,56
Juande,Juan de Dios Prados López,67,67,34,185,74,Adelaide United,Australian Hyundai A-League,LDM,Spain,Right,3,2,Medium/Medium,Lean (185+),No,438000,55,48,61,62,63,76
V. Figueroa,Víctor Alberto Figueroa,67,67,37,168,63,Sociedad Deportiva Aucas,Ecuadorian Serie A,RW,Argentina,Right,3,3,Medium/Medium,Lean (170-),No,699000,63,69,65,66,49,52
S. Carson,Scott Carson,67,67,35,190,86,Manchester City,English Premier League,RES,England,Right,3,1,Medium/Medium,Stocky (185+),Yes,204000,,,,,,
D. Moor,Drew Moor,67,67,37,183,75,Colorado Rapids,USA Major League Soccer,SUB,United States,Right,4,2,Medium/Medium,Lean (170-185),Yes,270000,31,42,59,58,66,69
C. Jerome,Cameron Jerome,67,67,34,185,85,Luton Town,English League Championship,SUB,England,Right,2,3,Medium/Medium,Normal (185+),No,925000,63,67,51,63,44,75
F. Campbell,Fraizer Campbell,67,67,33,172,80,Huddersfield Town,English League Championship,SUB,England,Right,3,3,High/Medium,Normal (170-185),Yes,1200000,67,66,61,66,37,67
R. Shawcross,Ryan Shawcross,67,67,33,191,76,Inter Miami CF,USA Major League Soccer,RCB,England,Right,3,2,Medium/High,Normal (185+),Yes,713000,32,37,47,46,66,76
B. Hamer,Ben Hamer,67,67,33,192,91,Swansea City,English League Championship,SUB,England,Right,3,1,Medium/Medium,Normal (185+),Yes,618000,,,,,,
S. De Ridder,Steve Danny Marc De Ridder,67,67,34,179,71,Sint-Truidense VV,Belgian Jupiler Pro League,SUB,Belgium,Right,3,3,Medium/High,Normal (170-185),No,689000,64,65,67,71,62,66
Bolaño,Christian Fernández Salas,67,67,35,182,77,Real Oviedo,Spanish Segunda División,SUB,Spain,Left,2,2,Medium/High,Normal (170-185),No,440000,61,56,61,58,66,74
De la Bella,Alberto de la Bella Madureño,67,67,35,182,79,FC Cartagena,Spanish Segunda División,SUB,Spain,Left,2,2,High/Medium,Normal (170-185),Yes,520000,64,55,62,65,65,71
K. Steppe,Kenny Steppe,67,67,32,185,70,Sint-Truidense VV,Belgian Jupiler Pro League,SUB,Belgium,Right,2,1,Medium/Medium,Lean (185+),No,725000,,,,,,
J. Bornstein,Jonathan Rey Bornstein,67,67,36,173,75,Chicago Fire Football Club,USA Major League Soccer,SUB,United States,Left,3,3,Low/Medium,Normal (170-185),No,334000,58,53,61,65,67,67
P. Gibaud,Pierre Gibaud,67,67,33,184,69,Le Havre AC,French Ligue 2,LCB,France,Right,2,2,Medium/High,Normal (170-185),No,831000,61,45,57,58,66,75
A. Robic,Antony Robic,67,67,35,181,73,SC Bastia,French Ligue 2,LW,France,Right,3,3,High/Medium,Normal (170-185),No,744000,68,59,63,67,40,69
Ilsinho,Ilson Pereira Dias Júnior,67,67,35,178,85,Philadelphia Union,USA Major League Soccer,RES,Brazil,Right,3,5,Medium/Medium,Normal (170-185),Yes,638000,55,64,66,77,53,61
Bellvís,Carlos Bellvís Llorens,67,67,36,170,65,AD Alcorcón,Spanish Segunda División,LB,Spain,Left,2,2,Medium/Medium,Normal (170-),No,357000,79,43,60,67,59,70
B. Urribarri,Bruno Saúl Urribarri,67,67,34,168,65,Patronato,Argentina Primera División,SUB,Argentina,Left,2,2,High/Medium,Normal (170-),No,544000,72,45,63,65,61,60
T. Rowe,Thomas Malcolm Rowe,67,67,32,180,81,Doncaster Rovers,English League One,LB,England,Left,3,3,High/Medium,Normal (170-185),No,1200000,68,56,63,66,64,65
F. Frans,Frédéric Frans,67,67,32,193,80,K Beerschot VA,Belgian Jupiler Pro League,LCB,Belgium,Right,4,2,Medium/High,Normal (185+),No,943000,43,40,50,46,69,76
D. Stockdale,David Adam Stockdale,67,67,35,191,84,Wycombe Wanderers,English League One,GK,England,Right,3,1,Medium/Medium,Stocky (185+),No,193000,,,,,,
M. Beevers,Mark Beevers,67,67,31,193,80,Peterborough United,English League Championship,LCB,England,Left,2,2,Medium/High,Lean (185+),No,1300000,50,41,48,40,67,77
J. Mattock,Joseph William Mattock,67,67,31,181,78,Rotherham United,English League One,SUB,England,Left,3,3,Medium/Medium,Normal (170-185),No,1300000,69,45,61,64,65,66
S. Bruzzese,Sébastien Bruzzese,67,67,32,185,80,KSV Cercle Brugge,Belgian Jupiler Pro League,SUB,Belgium,Left,4,1,Medium/Medium,Normal (185+),No,725000,,,,,,
C. Strohdiek,Christian Strohdiek,67,67,33,192,87,FC Würzburger Kickers,German 3. Bundesliga,SUB,Germany,Right,3,2,Low/Medium,Lean (185+),No,689000,45,21,38,39,67,71
J. Bostock,John Joseph Bostock,67,67,29,188,84,Doncaster Rovers,English League One,RDM,England,Left,4,3,Medium/Medium,Normal (185+),No,1500000,59,59,68,66,62,74
J. Fontaine,Jean-Pascal Fontaine,67,67,32,177,73,Le Havre AC,French Ligue 2,SUB,France,Right,3,3,Medium/High,Normal (170-185),No,1400000,62,65,69,66,60,69
H. Lansbury,Henri Lansbury,67,67,30,183,85,Luton Town,English League Championship,RCM,England,Right,3,3,Medium/Medium,Normal (170-185),Yes,1800000,52,67,69,67,59,70
E. Bennett,Elliott Bennett,67,67,32,178,73,Shrewsbury Town,English League One,RWB,England,Right,4,3,High/High,Normal (170-185),Yes,1200000,69,61,66,64,63,64
K. Kronholm,Kenneth Kronholm,67,67,35,188,83,Chicago Fire Football Club,USA Major League Soccer,SUB,United States,Right,3,1,Medium/Medium,Normal (185+),No,160000,,,,,,
D. Cervantes,Daniel Ángel Cervantes Fraire,67,67,31,184,79,Gallos Blancos de Querétaro,Mexican Liga MX,SUB,Mexico,Left,3,2,Medium/Medium,Normal (170-185),No,1200000,67,24,41,53,71,66
Y. Thoelen,Yannick Thoelen,67,67,30,188,81,KV Mechelen,Belgian Jupiler Pro League,SUB,Belgium,Right,2,1,Medium/Medium,Normal (185+),No,1000000,,,,,,
E. Rivière,Emmanuel Rivière,67,67,31,182,76,Crotone,Italian Serie B,RS,France,Right,3,2,Medium/Medium,Normal (170-185),Yes,1500000,76,68,57,64,31,59
Diogo Viana,Diogo Filipe Guerreiro Viana,67,67,31,174,70,Campionii FC Arges,Romanian Liga I,SUB,Portugal,Right,3,4,Medium/High,Normal (170-185),No,1100000,74,59,67,68,48,58
A. Nahuelpan,Ariel Gerardo Nahuelpán Osten,67,67,33,190,92,Club Atlético Peñarol,Uruguayan Primera División,SUB,Argentina,Left,3,3,High/Medium,Stocky (185+),No,1400000,39,70,58,63,38,74
D. Ball,David Ball,67,67,31,183,75,Wellington Phoenix,Australian Hyundai A-League,RAM,England,Right,3,3,High/High,Normal (170-185),No,1100000,73,66,62,68,49,76
C. Noone,Craig Noone,67,67,33,177,69,Macarthur FC,Australian Hyundai A-League,RM,England,Left,3,3,High/Low,Lean (170-185),No,781000,77,59,62,71,46,60
M. Smith,Michael John Smith,67,67,29,194,86,Rotherham United,English League One,RS,England,Right,3,2,High/Medium,Normal (185+),No,1800000,58,65,54,60,30,78
M. Terrazzino,Marco Terrazzino,67,67,30,177,74,Lechia Gdańsk,Polish T-Mobile Ekstraklasa,RES,Germany,Right,2,4,Medium/Medium,Lean (170-185),No,1300000,65,58,67,71,34,58
Ortuño,Alfredo Ortuño Martínez,67,67,30,184,77,FC Cartagena,Spanish Segunda División,SUB,Spain,Left,4,3,Medium/Low,Normal (170-185),No,1600000,63,67,56,63,32,65
Rhayner,Rhayner Santos Nascimento,67,67,30,172,64,Sanfrecce Hiroshima,Japanese J. League Division 1,RCM,Brazil,Right,3,4,High/Medium,Lean (170-185),No,1200000,91,61,58,70,40,68
C. Wickham,Connor Wickham,67,67,28,191,90,Preston North End,English League Championship,SUB,England,Right,3,3,High/Medium,Normal (185+),No,1900000,41,70,61,64,30,68
D. Reyes,Diego Antonio Reyes Rosales,67,68,28,192,75,Tigres U.A.N.L.,Mexican Liga MX,RCB,Mexico,Right,3,2,Medium/Medium,Lean (185+),Yes,1600000,36,40,47,51,69,64
C. Fierro,Carlos Eduardo Fierro Guerrero,67,67,26,175,73,San Jose Earthquakes,USA Major League Soccer,SUB,Mexico,Right,4,3,Medium/High,Lean (170-185),No,1600000,73,61,62,69,42,61
J. Edwards,Joseph Robert Edwards,67,67,30,173,73,Plymouth Argyle,English League One,RWB,England,Right,4,3,High/High,Normal (170-185),No,1500000,72,57,62,66,63,73
H. Badstuber,Holger Badstuber,67,67,32,189,83,FC Luzern,Swiss Super League,LCB,Germany,Left,3,2,Medium/Medium,Normal (170-185),Yes,975000,33,48,61,48,69,65
S. Salger,Stephan Salger,67,67,31,184,76,TSV 1860 München,German 3. Bundesliga,LCB,Germany,Left,3,2,Medium/Medium,Lean (170-185),No,1000000,69,39,60,60,67,71
A. Gonçalves,Anthony Gonçalves,67,67,35,178,79,Stade Malherbe Caen,French Ligue 2,SUB,France,Right,4,2,Medium/High,Normal (170-185),No,700000,50,48,65,66,61,84
B. Jeannot,Benjamin Jeannot,67,67,29,183,78,Stade Malherbe Caen,French Ligue 2,SUB,France,Right,3,3,Medium/Low,Normal (170-185),No,1800000,59,69,57,66,30,60
David Mateos,David Mateos Ramajo,67,67,34,191,82,Club The Strongest,Liga de Fútbol Profesional Boliviano,RCB,Spain,Right,3,2,Medium/Medium,Normal (185+),No,699000,41,54,55,41,67,70
M. Hoyos,Michael Ryan Hoyos,67,67,29,185,75,Barcelona Sporting Club,Ecuadorian Serie A,SUB,Argentina,Right,3,3,Medium/Low,Lean (185+),No,2200000,71,63,63,67,38,67
J. Madueña,José Antonio Madueña López,67,67,31,177,78,Fútbol Club Juárez,Mexican Liga MX,SUB,Mexico,Right,3,3,High/Medium,Normal (170-185),No,,77,47,66,69,61,73
C. Avevor,Christopher Avevor,67,67,29,185,88,FC St. Pauli,German 2. Bundesliga,SUB,Germany,Right,2,2,Medium/Medium,Stocky (185+),No,1300000,67,39,54,53,65,72
M. Jonckheere,Michiel Jonckheere,67,67,31,180,66,KV Kortrijk,Belgian Jupiler Pro League,SUB,Belgium,Right,3,3,High/High,Lean (170-185),No,1200000,45,61,69,67,61,57
M. Wunderlich,Mike Wunderlich,67,67,35,184,70,1. FC Kaiserslautern,German 3. Bundesliga,CAM,Germany,Right,3,3,High/Medium,Normal (170-185),No,616000,66,68,67,69,35,63
Joselu,José Luís Moreno Barroso,67,67,30,170,69,CD Lugo,Spanish Segunda División,SUB,Spain,Right,3,3,High/High,Stocky (170-),No,,80,67,60,65,42,77
Fran García,Francisco García Solsona,67,67,28,170,70,Burgos CF,Spanish Segunda División,LB,Spain,Left,3,2,Medium/Medium,Normal (170-),No,1400000,78,34,56,64,61,67
E. Torres,Erick Estéfano Torres Padilla,67,67,28,183,78,Atlanta United,USA Major League Soccer,SUB,Mexico,Right,3,3,Medium/Medium,Normal (170-185),No,1500000,62,68,66,66,34,70
D. Batz,Daniel Batz,67,67,30,190,89,1. FC Saarbrücken,German 3. Bundesliga,GK,Germany,Right,2,1,Medium/Medium,Normal (185+),No,979000,,,,,,
Danilo,Richard Maciel Danilo Sousa Campos,67,67,31,173,72,APOEL Nicosia FC,Cypriot First Division,RS,Belgium,Right,3,3,Medium/Medium,Normal (170-185),No,1900000,81,63,65,70,33,58
L. Henkinet,Laurent Claude Henkinet,67,69,28,188,88,Standard de Liège,Belgian Jupiler Pro League,SUB,Belgium,Right,3,1,Medium/Medium,Normal (185+),No,1400000,,,,,,
V. Eicher,Vitus Eicher,67,67,30,191,85,1. FC Heidenheim 1846,German 2. Bundesliga,SUB,Germany,Left,2,1,Medium/Medium,Normal (185+),No,1100000,,,,,,
M. Trapp,Maurice Trapp,67,67,29,190,87,VfL Osnabrück,German 3. Bundesliga,LCB,Germany,Left,3,2,Medium/Medium,Normal (185+),No,1200000,47,52,58,54,69,74
V. Ulloa,Victor Ulloa,67,67,29,180,75,Inter Miami CF,USA Major League Soccer,SUB,Mexico,Right,3,2,Medium/High,Normal (170-185),No,1300000,40,57,62,66,63,74
Alex Pérez,Alejandro Pérez Navarro,67,67,29,191,88,CD Lugo,Spanish Segunda División,SUB,Spain,Right,3,2,Low/Medium,Normal (185+),No,1300000,39,32,48,45,67,71
Manu Molina,Manuel Antonio Molina Valero,67,67,29,178,72,UD Ibiza,Spanish Segunda División,LDM,Spain,Right,3,2,Medium/Medium,Lean (170-185),No,1600000,62,60,68,67,46,61
Álvaro Vázquez,Álvaro Vázquez García,67,67,30,182,79,Kerala Blasters FC,Indian Super League,ST,Spain,Right,3,3,Medium/Low,Normal (170-185),Yes,1400000,72,69,60,67,41,68
G. Moncur,George Moncur,67,67,27,176,63,Hull City,English League Championship,SUB,England,Right,3,3,Medium/Low,Lean (170-185),No,2000000,65,64,68,69,47,58
V. Oliver,Vadaine Aston James Oliver,67,67,29,188,78,Gillingham,English League One,ST,England,Right,2,2,Medium/Low,Normal (185+),No,1800000,69,65,52,62,41,80
J. Attinella,Jeff Attinella,67,67,32,188,86,Portland Timbers,USA Major League Soccer,SUB,United States,Right,3,1,Medium/Medium,Normal (185+),No,750000,,,,,,
W. Bruin,Will Bruin,67,67,31,188,88,Seattle Sounders FC,USA Major League Soccer,SUB,United States,Right,3,2,High/Medium,Normal (185+),Yes,1300000,55,67,55,62,35,81
M. Knoll,Marvin Knoll,67,67,30,186,81,FC St. Pauli,German 2. Bundesliga,SUB,Germany,Left,3,2,Medium/Medium,Normal (185+),No,1300000,51,55,68,62,66,73
M. Ostrzolek,Matthias Ostrzolek,67,67,31,178,72,FC Flyeralarm Admira,Austrian Football Bundesliga,SUB,Germany,Left,3,3,Medium/Medium,Normal (170-185),No,1100000,69,46,64,70,62,62
C. Aneke,Chukwuemeka Ademola Amachi Aneke,67,67,27,191,100,Birmingham City,English League Championship,SUB,England,Right,3,3,Medium/Medium,Stocky (185+),No,2100000,59,67,62,66,52,72
J. Anibaba,Jalil Anibaba,67,67,32,183,77,Nashville SC,USA Major League Soccer,CB,United States,Right,3,2,Medium/Medium,Normal (170-185),No,943000,51,44,55,53,67,75
B. Wood,Bobby Shou Wood,67,67,28,180,79,Real Salt Lake,USA Major League Soccer,SUB,United States,Right,3,3,Medium/Medium,Stocky (170-185),Yes,1500000,75,68,57,68,27,67
T. Carroll,Tom Carroll,67,67,29,177,69,Ipswich Town,English League One,RES,England,Left,2,3,Medium/Medium,Lean (170-185),No,1800000,65,57,70,68,57,50
F. Hartherz,Florian Hartherz,67,67,28,187,83,Fortuna Düsseldorf,German 2. Bundesliga,RES,Germany,Left,3,3,High/High,Normal (185+),No,1500000,71,52,63,62,62,77
T. Kister,Tim Kister,67,67,34,193,93,SV Sandhausen,German 2. Bundesliga,SUB,Germany,Right,3,2,Medium/High,Stocky (185+),No,504000,43,29,42,38,67,71
T. Blackett,Tyler Blackett,67,67,27,188,87,FC Cincinnati,USA Major League Soccer,RES,England,Left,1,3,Medium/Low,Normal (185+),Yes,1400000,68,40,66,63,64,74
D. Potts,Daniel Potts,67,68,27,178,70,Luton Town,English League Championship,SUB,England,Left,3,2,Medium/Medium,Lean (170-185),No,2100000,67,39,57,64,66,68
M. Zeitz,Manuel Zeitz,67,67,30,181,78,1. FC Saarbrücken,German 3. Bundesliga,RCB,Germany,Right,3,2,Medium/High,Normal (170-185),No,1200000,54,54,58,59,66,74
M. Smith,Matt Smith,67,67,32,198,91,Millwall,English League Championship,SUB,England,Left,3,2,Medium/Medium,Normal (185+),No,1600000,33,68,49,50,36,79
H. Silva,Hugo Ezequiel Silva,67,67,29,176,77,Defensa y Justicia,Argentina Primera División,RM,Argentina,Right,2,2,Medium/Medium,Normal (170-185),No,1400000,74,41,54,68,62,74
J. Brinkies,Johannes Brinkies,67,70,28,188,87,FSV Zwickau,German 3. Bundesliga,GK,Germany,Right,5,1,Medium/Medium,Stocky (185+),No,1400000,,,,,,
M. Ingram,Matt Ingram,67,71,27,190,82,Hull City,English League Championship,GK,England,Left,3,1,Medium/Medium,Normal (185+),No,2100000,,,,,,
Rafael Lopes,Rafael Guimarães Lopes,67,67,29,180,77,Legia Warszawa,Polish T-Mobile Ekstraklasa,RF,Portugal,Right,4,3,High/Medium,Normal (170-185),No,1400000,60,66,54,64,32,77
N. Röseler,Nils Röseler,67,68,29,190,88,FC Ingolstadt 04,German 2. Bundesliga,SUB,Germany,Right,4,2,Medium/Medium,Lean (185+),No,1500000,63,35,53,55,67,71
Cristiano,Cristiano Pereira Figueiredo,67,67,30,191,80,CFR Cluj,Romanian Liga I,SUB,Portugal,Right,2,1,Medium/Medium,Normal (185+),No,945000,,,,,,
Tiago Ilori,Tiago Abiola Delfim Almeida Ilori,67,68,28,190,78,Boavista FC,Portuguese Liga ZON SAGRES,SUB,Portugal,Right,3,2,Medium/Low,Normal (185+),No,,72,38,46,55,66,72
A. MacDonald,Angus Lees MacDonald,67,68,28,184,70,Rotherham United,English League One,SUB,England,Right,3,2,Medium/Medium,Lean (170-185),No,1800000,55,26,45,46,68,68
David Bruno,David Carneiro Dias Resende Bruno,67,67,29,175,64,Estoril Praia,Portuguese Liga ZON SAGRES,SUB,Portugal,Right,3,2,Medium/Medium,Normal (170-185),No,1900000,67,44,58,65,64,69
Alex Gorrín,Alejandro Rodríguez Gorrín,67,67,27,184,78,Oxford United,English League One,CDM,Spain,Right,3,3,Medium/High,Lean (170-185),No,1700000,58,45,61,65,65,71
J. Pigott,Joseph David Wozencroft Pigott,67,68,27,188,77,Ipswich Town,English League One,ST,England,Right,3,3,Medium/Medium,Normal (185+),No,2200000,67,67,54,66,31,74
K. Stewart,Kevin Linford Stewart,67,67,27,181,73,Blackpool,English League Championship,SUB,England,Right,3,3,Medium/High,Lean (170-185),Yes,1800000,65,53,60,66,66,69
F. Schnellhardt,Fabian Schnellhardt,67,68,27,180,73,SV Darmstadt 98,German 2. Bundesliga,LDM,Germany,Left,3,3,Medium/Medium,Normal (170-185),No,2000000,70,63,65,71,57,70
Douglas Grolli,Douglas Ricardo Grolli,67,67,31,189,84,Avispa Fukuoka,Japanese J. League Division 1,LCB,Brazil,Right,2,2,Medium/High,Normal (185+),No,875000,39,47,39,41,67,73
A. Wooten,Andrew Wooten,67,67,31,186,85,VfL Osnabrück,German 3. Bundesliga,SUB,United States,Right,3,3,Medium/Medium,Normal (185+),Yes,1200000,70,66,63,65,34,75
R. Himmelmann,Robin Himmelmann,67,67,32,187,80,KAS Eupen,Belgian Jupiler Pro League,SUB,Germany,Right,2,1,Medium/Medium,Normal (185+),No,725000,,,,,,
F. Ladapo,Olayinka Fredrick Oladotun Ladapo,67,67,28,185,79,Rotherham United,English League One,LS,England,Right,4,3,Medium/Low,Normal (185+),No,1800000,81,66,46,66,25,73
A. Corryn,Alexander Jacques Corryn,67,68,27,177,73,KSV Cercle Brugge,Belgian Jupiler Pro League,SUB,Belgium,Left,2,2,Medium/High,Normal (170-185),No,1700000,64,33,60,65,66,66
T. Dähne,Thomas Dähne,67,68,27,193,84,Holstein Kiel,German 2. Bundesliga,SUB,Germany,Right,4,1,Medium/Medium,Normal (185+),No,1500000,,,,,,
D. Buballa,Daniel Buballa,67,67,31,187,80,Viktoria Köln,German 3. Bundesliga,LCB,Germany,Left,3,2,High/High,Normal (185+),No,1000000,78,43,60,64,66,73
B. Godeau,Bruno Godeau,67,67,29,190,78,KAA Gent,Belgian Jupiler Pro League,SUB,Belgium,Left,3,2,Low/Medium,Lean (185+),No,1300000,35,35,56,50,70,67
P. Drewes,Patrick Drewes,67,69,28,193,87,SV Sandhausen,German 2. Bundesliga,GK,Germany,Right,2,1,Medium/Medium,Normal (185+),No,1400000,,,,,,
F. Parra,Facundo Manuel Parra,67,67,36,184,80,Guaireña FC,Paraguayan Primera División,SUB,Argentina,Right,3,3,High/Medium,Normal (170-185),No,753000,62,64,54,65,30,67
J. Whatmough,Jack David Vincent Whatmough,67,72,24,190,78,Wigan Athletic,English League One,RCB,England,Right,4,2,Low/High,Normal (185+),No,2600000,67,26,47,49,66,75
Israel Puerto,Israel Puerto Pineda,67,69,28,187,75,Jagiellonia Białystok,Polish T-Mobile Ekstraklasa,RCB,Spain,Right,3,2,Low/Medium,Normal (185+),No,1400000,60,27,50,50,65,70
R. James,Reece James,67,67,27,169,71,Blackpool,English League Championship,SUB,England,Left,2,3,Medium/Medium,Normal (170-),Yes,1800000,76,51,58,67,63,59
M. Lorenz,Marc Lorenz,67,67,32,182,75,Karlsruher SC,German 2. Bundesliga,SUB,Germany,Left,2,3,Medium/Medium,Normal (170-185),No,1200000,77,56,71,67,50,68
P. Klewin,Philipp Mickel Klewin,67,71,27,192,86,FC Erzgebirge Aue,German 2. Bundesliga,SUB,Germany,Right,2,1,Medium/Medium,Normal (185+),No,1800000,,,,,,
B. Zolinski,Ben Zolinski,67,67,29,181,78,FC Erzgebirge Aue,German 2. Bundesliga,RS,Germany,Right,3,2,High/High,Normal (170-185),No,1600000,75,66,61,67,60,77
M. Willsch,Marius Willsch,67,67,30,180,73,TSV 1860 München,German 3. Bundesliga,SUB,Germany,Right,3,2,High/High,Normal (170-185),No,1300000,80,49,57,61,58,70
D. Gape,Dominic Edward Gape,67,70,26,175,70,Wycombe Wanderers,English League One,SUB,England,Right,3,2,Medium/High,Normal (170-185),No,2200000,67,56,63,66,64,73
T. Schröck,Tobias Schröck,67,67,28,188,84,FC Ingolstadt 04,German 2. Bundesliga,SUB,Germany,Right,3,2,Medium/Medium,Normal (185+),No,1400000,67,63,58,59,65,77
