short_name,long_name,overall,potential,age,height_cm,weight_kg,club_name,league_name,club_position,nationality,preferred_foot,weak_foot,skill_moves,work_rate,body_type,real_face,release_clause_eur,pace,shooting,passing,dribbling,defending,physic
K. Kairinen,Kaan Kairinen,63,72,22,186,70,Lillestrøm SK,Norwegian Eliteserien,RCM,Finland,Left,3,2,Medium/Medium,Lean (185+),No,1600000,66,51,61,64,55,62
Y. Rokutan,六反 勇治,63,63,34,188,80,Yokohama FC,Japanese J. League Division 1,SUB,Japan,Right,2,1,Medium/Medium,Normal (185+),No,100000,,,,,,
T. Hayashi,林 卓人,63,63,38,188,85,Sanfrecce Hiroshima,Japanese J. League Division 1,SUB,Japan,Right,2,1,Medium/Medium,Normal (185+),No,63000,,,,,,
K. Sugimori,杉森 考起,63,68,24,174,67,Tokushima Vortis,Japanese J. League Division 1,LM,Japan,Right,3,2,Medium/Medium,Lean (170-185),No,961000,82,50,57,66,24,47
K. Ono,大野 和成,63,63,31,180,76,Shonan Bellmare,Japanese J. League Division 1,LCB,Japan,Left,3,2,Medium/Medium,Normal (170-185),No,406000,44,24,39,46,64,70
L. Gibson,Liam Steven Gibson,63,68,24,185,71,Morecambe,English League One,LB,England,Left,3,2,High/Medium,Normal (185+),No,1200000,68,35,50,59,60,64
L. Putaro,Leandro Putaro,63,69,24,187,77,Sportclub Verl,German 3. Bundesliga,LW,Germany,Left,3,3,Medium/Medium,Lean (185+),No,1200000,76,62,55,65,39,65
N. Sakurauchi,樱内 渚,63,63,31,176,73,Vissel Kobe,Japanese J. League Division 1,SUB,Japan,Right,3,3,High/High,Normal (170-185),No,520000,66,44,60,65,60,68
R. Uehara,上原 力也,63,68,24,174,66,Vegalta Sendai,Japanese J. League Division 1,RES,Japan,Right,3,2,Medium/Medium,Normal (170-185),No,961000,82,56,61,65,56,63
T. Yanagi,柳貴 博,63,68,23,185,80,Hokkaido Consadole Sapporo,Japanese J. League Division 1,SUB,Japan,Right,3,2,Medium/High,Normal (185+),No,894000,81,36,51,54,58,73
T. Sugimoto,杉本 太郎,63,67,25,162,62,Avispa Fukuoka,Japanese J. League Division 1,LM,Japan,Right,3,2,High/Medium,Normal (170-),No,894000,76,58,58,68,37,47
S. Takahashi,髙橋 峻希,63,63,31,170,70,Kashiwa Reysol,Japanese J. League Division 1,SUB,Japan,Right,3,2,Medium/Medium,Stocky (170-),Yes,438000,59,35,55,51,57,73
Y. Saneto,实藤 友紀,63,63,32,179,72,Yokohama F. Marinos,Japanese J. League Division 1,SUB,Japan,Right,3,2,Medium/Medium,Normal (170-185),No,390000,60,30,37,44,64,65
Y. Nakasaka,中坂 勇哉,63,67,23,171,68,Vissel Kobe,Japanese J. League Division 1,SUB,Japan,Right,3,3,High/Medium,Normal (170-185),No,963000,74,56,59,65,42,48
J. Grant,Joshua William Grant,63,68,22,183,78,Bristol Rovers,English League Two,LCM,England,Right,3,2,Medium/High,Lean (170-185),No,1200000,71,49,56,60,60,74
T. Dele-Bashiru,Ayotomiwa Dele-Bashiru,63,76,21,178,68,Reading,English League Championship,RDM,Nigeria,Right,3,3,High/Medium,Normal (170-185),Yes,,75,58,57,67,56,61
J. Riley,Joe Riley,63,68,24,183,71,Carlisle United,English League Two,RCM,England,Right,3,3,Medium/High,Normal (170-185),No,1300000,72,54,62,63,60,68
Y. Kamiya,神谷 優太,63,66,24,174,67,Kashiwa Reysol,Japanese J. League Division 1,SUB,Japan,Right,4,3,Medium/Low,Lean (170-185),No,861000,81,52,67,70,57,54
Li Hang,李行,63,63,31,182,77,Wuhan FC,Chinese Super League,RCM,China PR,Right,3,2,High/Medium,Normal (170-185),No,620000,68,61,65,60,58,71
Lee Min Gi,이민기 李敏基,63,63,28,175,71,GwangJu FC,Korean K League 1,LB,Korea Republic,Left,4,2,Medium/High,Lean (170-185),No,531000,75,29,53,60,55,64
D. Leahy,Darragh John Leahy,63,70,23,185,72,Dundalk FC,Rep. Ireland Airtricity League,LB,Republic of Ireland,Left,3,2,Medium/High,Normal (185+),No,1600000,66,50,57,61,61,66
Kweon Han Jin,권한진 权玄进,63,63,33,187,77,Jeju United FC,Korean K League 1,RCB,Korea Republic,Right,2,2,Medium/Medium,Normal (185+),No,288000,48,39,47,51,65,67
B. Miranda,Bruno Miranda Villagomez,63,65,23,180,66,Club Bolívar,Liga de Fútbol Profesional Boliviano,LM,Bolivia,Right,3,3,High/Medium,Lean (170-185),No,1400000,81,61,44,65,37,51
C. Algarañaz,Carmelo Algarañaz Añez,63,66,25,175,76,Club Always Ready,Liga de Fútbol Profesional Boliviano,SUB,Bolivia,Left,3,2,High/Medium,Normal (170-185),No,1400000,64,66,48,65,27,56
J. Saksela,Janne Saksela,63,63,28,185,73,HJK Helsinki,Finnish Veikkausliiga,RB,Finland,Right,3,2,Medium/Medium,Normal (185+),No,914000,70,39,57,60,58,63
Piao Shihao,朴世豪,63,63,29,177,73,Shijiazhuang Ever Bright F.C.,Chinese Super League,RB,China PR,Right,3,2,Medium/High,Normal (170-185),No,659000,76,39,54,49,59,73
William de Amorim,William Douglas de Amorim,63,63,29,180,67,FC Academica Clinceni,Romanian Liga I,LM,Brazil,Right,4,3,High/Low,Lean (170-185),No,641000,78,61,61,65,37,55
N. Franco,Nicolás Franco,63,68,25,183,85,Patronato,Argentina Primera División,RES,Argentina,Right,3,2,Medium/Medium,Normal (170-185),No,1100000,57,64,43,56,27,66
K. Rowles,Kye Francis Rowles,63,70,23,183,80,Central Coast Mariners,Australian Hyundai A-League,LCB,Australia,Left,3,2,Medium/Medium,Normal (170-185),No,1300000,66,24,42,39,62,72
D. Kasumu,David Ayomide Kasumu,63,73,21,180,70,Milton Keynes Dons,English League One,RES,Nigeria,Right,3,2,Medium/Medium,Lean (170-185),No,2100000,68,52,61,64,60,63
S. Mbaye,Serigne Mor Mbaye,63,68,25,190,80,Kristiansund BK,Norwegian Eliteserien,SUB,Senegal,Right,3,1,Medium/Medium,Normal (185+),No,729000,,,,,,
A. Ponce,Andrés Fabián Ponce Núñez,63,69,24,182,80,Vejle Boldklub,Danish Superliga,SUB,Venezuela,Right,3,3,Medium/Medium,Lean (170-185),No,1100000,75,61,44,66,21,62
Q. Daubin,Quentin Daubin,63,67,25,178,76,Pau FC,French Ligue 2,RDM,France,Right,3,2,Medium/High,Normal (170-185),No,1100000,57,55,60,59,58,72
R. McCrorie,Robby McCrorie,63,71,23,189,80,Rangers FC,Scottish Premiership,SUB,Scotland,Right,3,1,Medium/Medium,Normal (185+),No,1900000,,,,,,
João Figueiredo,João Vitor Brandão Figueiredo,63,68,25,180,74,Gazişehir Gaziantep F.K.,Turkish Süper Lig,SUB,Brazil,Right,2,2,High/Low,Normal (170-185),No,1500000,56,64,47,58,25,61
D. Al Qarni,Daifallah Dhafi Al-Qarni,63,63,32,168,69,Al Batin,Saudi Abdul L. Jameel League,SUB,Saudi Arabia,Right,3,2,Medium/Medium,Normal (170-),No,619000,57,55,63,64,60,68
L. Lumeka,Levi Jeremiah Lumeka,63,72,22,170,71,ESTAC Troyes,French Ligue 1,SUB,England,Right,3,2,Medium/Medium,Normal (170-),No,2400000,75,60,56,65,25,46
N. McGinley,Nathan McGinley,63,64,24,191,75,Motherwell,Scottish Premiership,SUB,England,Left,3,2,Medium/Low,Normal (185+),No,1000000,67,35,52,54,61,72
A. Muskwe,Admiral Dalindlela Muskwe,63,72,22,183,75,Luton Town,English League Championship,RES,Zimbabwe,Right,3,3,Medium/Medium,Normal (170-185),No,2300000,67,61,46,62,31,65
S. Oméonga,Stéphane Richi Oméonga,63,66,25,177,72,Livingston FC,Scottish Premiership,SUB,Belgium,Right,2,3,High/Medium,Lean (170-185),No,1100000,73,42,62,73,61,58
M. Christensen,Magnus Christensen,63,68,23,190,74,Aalborg BK,Danish Superliga,SUB,Denmark,Right,3,2,Low/High,Lean (185+),No,894000,64,45,55,57,64,68
E. Sowah,Emmanuel Sowah Adjei,63,69,23,182,66,KAS Eupen,Belgian Jupiler Pro League,SUB,Ghana,Right,3,2,High/Medium,Lean (170-185),No,1200000,81,32,51,64,61,62
D. Johnson,Darnell Tobias Jack Johnson,63,71,22,185,80,Fleetwood Town,English League One,SUB,England,Right,2,2,Medium/Medium,Normal (185+),No,2000000,64,35,49,58,62,70
B. Simakala,Chance Ba-Muaka Simakala,63,68,24,180,76,VfL Osnabrück,German 3. Bundesliga,RW,Germany,Right,4,3,Medium/Medium,Lean (170-185),No,1100000,72,62,58,69,25,58
C. MacDonald,Calum Ross MacDonald,63,70,23,180,65,Tranmere Rovers,English League Two,SUB,Scotland,Left,2,2,Medium/High,Lean (170-185),No,1800000,71,32,47,56,59,61
Óscar López,Óscar López Arboleas,63,73,22,180,75,Burgos CF,Spanish Segunda División,RES,Spain,Right,3,1,Medium/Medium,Normal (170-185),No,1600000,,,,,,
R. Oaidă,Răzvan Constantin Oaidă,63,69,23,182,70,FCSB (Steaua),Romanian Liga I,LCM,Romania,Right,3,3,Medium/Medium,Lean (170-185),No,1200000,72,63,63,62,61,70
B. Ozegovic,Benjamin Ozegovic,63,70,21,184,81,WSG Tirol,Austrian Football Bundesliga,SUB,Austria,Right,3,1,Medium/Medium,Normal (170-185),No,1400000,,,,,,
R. Moon,Ryan Moon,63,68,24,180,74,Varbergs BoIS FC,Swedish Allsvenskan,RW,South Africa,Left,3,3,Medium/Medium,Normal (170-185),No,961000,77,58,44,66,27,59
A. Al Shammari,Abdulmalek Al Shammari,63,65,25,177,63,Al Fayha,Saudi Abdul L. Jameel League,SUB,Saudi Arabia,Left,2,3,Medium/Medium,Lean (170-185),No,949000,77,49,57,64,53,66
Z. Al Bawardi,Zaid Majed Al-Bawardi,63,69,24,187,80,Al Shabab,Saudi Abdul L. Jameel League,SUB,Saudi Arabia,Left,3,1,Medium/Medium,Stocky (185+),No,1200000,,,,,,
B. Al Mutairi,Bandar Nasser Al Mutairi,63,63,31,168,68,Al Fayha,Saudi Abdul L. Jameel League,SUB,Saudi Arabia,Left,3,2,Medium/Medium,Lean (170-),No,578000,80,28,52,59,56,59
T. Rocha,Tony Rocha,63,63,27,175,75,New York City FC,USA Major League Soccer,RES,Belize,Left,3,2,Medium/Medium,Normal (170-185),No,750000,63,58,59,64,61,70
K. Wilson,Kane Leo Wilson,63,69,21,178,71,Forest Green Rovers,English League Two,RWB,England,Right,3,3,High/Medium,Lean (170-185),Yes,1400000,81,39,53,63,57,66
Félix Mathaus,Félix Mathaus Lima Santos,63,66,26,184,78,Gaz Metan Mediaş,Romanian Liga I,SUB,Cape Verde Islands,Right,3,2,Medium/Medium,Normal (170-185),No,784000,67,29,39,49,60,73
H. Martínez,Homer Enrique Martínez Yepez,63,74,23,185,73,Junior FC,Colombian Liga Postobón,SUB,Colombia,Right,3,2,Medium/High,Lean (185+),No,1600000,71,33,51,49,63,67
A. Beestin,Alfie Dillon Beestin,63,69,23,178,75,Scunthorpe United,English League Two,LCM,England,Right,3,2,Medium/Medium,Normal (170-185),No,1500000,68,57,61,64,58,66
W. O'Hora,Warren Patrick O'Hora,63,72,22,191,84,Milton Keynes Dons,English League One,RCB,Republic of Ireland,Right,3,2,Medium/Medium,Lean (185+),No,2000000,50,36,44,48,63,74
B. Thomas-Asante,Brandon Michael Clarke Thomas-Asante,63,72,22,175,74,Salford City,English League Two,RM,England,Right,4,3,Medium/Medium,Normal (170-185),No,2100000,90,57,54,65,29,71
A. Sosa,Alexis Gastón Sosa,63,73,21,177,76,Club Atlético Banfield,Argentina Primera División,SUB,Argentina,Right,3,2,Medium/High,Normal (170-185),No,1700000,48,35,39,41,65,60
M. Šverko,Marin Šverko,63,70,23,187,81,FC Groningen,Holland Eredivisie,SUB,Croatia,Left,3,2,Medium/Medium,Normal (185+),No,1500000,67,29,53,57,62,71
E. Embleton,Elliot John Embleton,63,71,22,173,64,Sunderland,English League One,CAM,England,Right,5,2,Medium/Medium,Normal (170-185),No,2100000,72,58,61,64,52,56
H. Smith,Harry Roy Smith,63,65,26,196,85,Leyton Orient,English League Two,ST,England,Right,3,2,Medium/Low,Normal (185+),No,1100000,53,62,48,56,31,78
Adrián Rocheira,Adrián Welliton Rocheira Sá,63,63,25,182,73,Cuiabá,Campeonato Brasileiro Série A,SUB,Brazil,Right,3,2,Low/Medium,Normal (170-185),No,903000,54,31,53,42,70,57
Dillson Teixeiro,Dillson Robson Teixeiro Loto,63,63,25,180,74,Cuiabá,Campeonato Brasileiro Série A,SUB,Brazil,Right,4,2,Medium/Medium,Normal (170-185),No,1000000,67,59,50,65,37,69
D. Rodney,Devante Darrius Rodney,63,69,23,178,69,Port Vale,English League Two,LS,England,Right,4,3,High/Medium,Normal (170-185),No,1500000,82,61,54,64,24,66
S. Hart,Samuel James Hart,63,68,24,183,70,Oldham Athletic,English League Two,LWB,England,Left,3,2,High/Medium,Normal (170-185),No,1200000,74,48,54,62,58,66
A. Diaby,Alassane-Méba Diaby,63,66,26,185,69,US Quevilly Rouen Métropole,French Ligue 2,SUB,Mali,Right,2,2,Medium/Medium,Lean (185+),No,1000000,53,36,49,60,63,70
J. Garrick,Jordon Garrick,63,70,22,179,77,Plymouth Argyle,English League One,SUB,Jamaica,Right,3,3,Medium/Medium,Lean (170-185),No,,81,56,53,67,21,52
E. Huth,Elias Huth,63,67,24,185,78,1. FC Kaiserslautern,German 3. Bundesliga,SUB,Germany,Right,4,3,High/Medium,Normal (185+),No,1100000,77,63,48,63,21,72
B. Chorbadzhiyski,Bożidar Brankov Czorbadżijski,63,65,25,195,78,PGE FKS Stal Mielec,Polish T-Mobile Ekstraklasa,SUB,Bulgaria,Right,3,2,Medium/High,Lean (185+),No,748000,53,28,40,48,63,71
E. Sylisufaj,Edi Sylisufaj,63,74,21,179,80,IK Sirius,Swedish Allsvenskan,SUB,Kosovo,Right,3,3,Medium/Medium,Normal (170-185),No,1600000,70,66,48,63,24,68
J. Bauza,Juan Francisco Bauza,63,68,25,177,75,FC U Craiova 1948,Romanian Liga I,SUB,Argentina,Right,4,3,Medium/Medium,Stocky (170-185),No,998000,75,59,62,65,40,68
E. Balcombe,Ellery Ronald Balcombe,63,74,21,190,92,Burton Albion,English League One,SUB,England,Right,3,1,Medium/Medium,Normal (185+),No,,,,,,,
K. Jakob,Killian Jakob,63,70,23,183,72,Karlsruher SC,German 2. Bundesliga,SUB,Germany,Left,3,2,High/Medium,Lean (170-185),No,1600000,67,37,56,63,57,62
A. Türkaslan,Ahmet Eyüp Türkaslan,63,67,26,188,83,Yeni Malatyaspor,Turkish Süper Lig,SUB,Turkey,Right,2,1,Medium/Medium,Normal (185+),No,1100000,,,,,,
Arthur Gomes,Arthur Gomes Lourenço,63,71,22,173,68,Estoril Praia,Portuguese Liga ZON SAGRES,RES,Brazil,Right,3,3,High/Low,Normal (170-185),No,2500000,75,63,56,72,23,47
D. Franke,Dominik Franke,63,73,22,184,76,FC Ingolstadt 04,German 2. Bundesliga,LB,Germany,Left,3,2,High/Medium,Normal (170-185),No,1800000,66,33,54,63,59,64
L. Dias,Lucas Lionel Dias,63,71,22,185,80,Nîmes Olympique,French Ligue 2,SUB,France,Right,2,1,Medium/Medium,Normal (185+),No,1900000,,,,,,
D. Itter,Davide-Jerome Itter,63,70,22,184,74,VfL Osnabrück,German 3. Bundesliga,SUB,Germany,Right,3,2,Medium/Medium,Lean (170-185),No,1500000,63,39,58,63,60,60
T. Oakley-Boothe,Tashan Oakley-Boothe,63,76,21,182,68,Stoke City,English League Championship,RES,England,Right,3,3,Medium/Medium,Lean (170-185),Yes,3000000,64,41,63,62,59,60
N. Bishop,Nathan Bishop,63,77,21,185,72,Mansfield Town,English League Two,GK,England,Right,3,1,Medium/Medium,Normal (185+),No,,,,,,,
A. Danladi,Abu Danladi,63,68,25,178,77,Nashville SC,USA Major League Soccer,RES,Ghana,Right,4,2,Medium/Medium,Normal (170-185),No,1100000,76,63,54,64,39,65
N. Kabamba,Nicke Kabamba,63,63,28,191,75,Northampton Town,English League Two,RS,Congo DR,Right,4,3,High/Medium,Lean (185+),No,875000,72,61,46,61,25,79
W. Popp,ポープ・ウィリアム,63,66,26,192,86,Oita Trinita,Japanese J. League Division 1,SUB,Japan,Right,3,1,Medium/Medium,Normal (185+),No,629000,,,,,,
S. Nakahara,中原 彰吾,63,64,27,177,68,Vegalta Sendai,Japanese J. League Division 1,SUB,Japan,Right,3,2,Medium/Medium,Normal (170-185),No,729000,69,54,64,64,49,62
H. Özkan,Hasan Özkan,63,72,23,178,70,Yeni Malatyaspor,Turkish Süper Lig,RES,Turkey,Right,3,2,Medium/Medium,Normal (170-185),No,2200000,65,51,61,63,59,62
C. Oduor,Clarke Oduor,63,74,22,176,70,Barnsley,English League Championship,SUB,Kenya,Left,3,3,Medium/Medium,Lean (170-185),No,2100000,77,41,56,65,57,58
U. Bapoh,Ulrich Bapoh Luic,63,70,22,177,82,VfL Osnabrück,German 3. Bundesliga,SUB,Germany,Right,5,2,Medium/Medium,Normal (170-185),No,1600000,75,62,55,66,35,63
R. César,Renato César Pérez,63,63,27,180,70,Guayaquil City FC,Ecuadorian Serie A,SUB,Uruguay,Right,4,2,High/Medium,Normal (170-185),No,1100000,69,62,48,66,24,62
K. Tanno,丹野 研太,63,63,35,186,80,Kawasaki Frontale,Japanese J. League Division 1,SUB,Japan,Right,2,1,Medium/Medium,Normal (185+),No,65000,,,,,,
J. Holsgrove,Jordan Holsgrove,63,74,21,180,70,RC Celta de Vigo,Spain Primera Division,RES,Scotland,Left,3,2,Medium/Medium,Lean (170-185),No,2500000,65,53,64,64,54,54
R. Schlegel,Rodrigo Adrián Schlegel,63,72,24,180,82,Orlando City Soccer Club,USA Major League Soccer,SUB,Argentina,Right,3,2,Low/Medium,Normal (170-185),No,1700000,51,32,33,35,64,75
J. Díaz,Jair Alberto Díaz Vázquez,63,72,22,180,78,Club Atlético de San Luis,Mexican Liga MX,SUB,Mexico,Left,3,2,Medium/High,Normal (170-185),No,1900000,65,30,52,59,62,64
M. Nazarit,Miguel Ángel Nazarit Mina,63,73,23,186,78,Club Independiente Santa Fe,Colombian Liga Postobón,SUB,Colombia,Right,3,2,Medium/Medium,Lean (185+),No,1600000,67,29,33,45,62,78
J. Acevedo,Héctor Jonás Acevedo,63,69,24,172,70,Club Atlético Huracán,Argentina Primera División,RES,Argentina,Left,3,2,High/Low,Normal (170-185),No,1200000,69,64,58,66,30,52
B. Cejas,Juan Bautista Cejas,63,72,23,175,70,Montevideo City Torque,Uruguayan Primera División,SUB,Argentina,Right,3,2,High/Medium,Lean (170-185),No,2600000,71,59,61,64,48,58
A. Al Najjar,Ammar Siraj Al Najjar,63,69,24,175,68,Damac FC,Saudi Abdul L. Jameel League,RES,Saudi Arabia,Right,3,3,High/Medium,Lean (170-185),No,,78,55,60,64,44,54
M. Tagliamonte,Matías Nicolás Tagliamonte,63,71,23,193,85,Racing Club,Argentina Primera División,RES,Argentina,Left,3,1,Medium/Medium,Normal (185+),No,1600000,,,,,,
Wang Wei,王伟,63,63,32,183,75,Qingdao FC,Chinese Super League,LB,China PR,Right,4,3,Medium/Medium,Lean (170-185),No,504000,73,52,60,63,58,71
M. Tissera,Matías Tissera,63,68,24,180,72,Platense,Argentina Primera División,LS,Argentina,Right,3,2,Medium/Medium,Lean (170-185),No,1100000,56,64,48,63,23,63
A. Hartigan,Anthony Hartigan,63,71,21,178,68,AFC Wimbledon,English League One,LDM,England,Right,3,2,Medium/Medium,Normal (170-185),No,2100000,70,55,63,63,57,67
L. McCormick,Luke Philip McCormick,63,72,22,180,74,AFC Wimbledon,English League One,LAM,England,Right,4,3,Medium/Medium,Lean (170-185),No,2100000,75,57,61,64,54,65
T. Uwakwe,Tariq Uwakwe,63,75,21,183,64,Chelsea,English Premier League,RES,England,Left,3,3,Medium/Medium,Lean (170-185),No,2300000,74,52,55,57,57,62
V. Jónsson,Viðar Ari Jónsson,63,63,27,184,75,Sandefjord Fotball,Norwegian Eliteserien,RW,Iceland,Right,4,3,Medium/Medium,Lean (170-185),No,625000,82,52,58,65,62,61
B. Bye,Bendik Bye,63,63,31,186,83,Kristiansund BK,Norwegian Eliteserien,RW,Norway,Right,4,3,Medium/Medium,Normal (185+),No,500000,67,63,56,62,24,68
L. Wales,Lachlan Andrew Wales,63,67,23,182,75,Western United FC,Australian Hyundai A-League,RW,Australia,Right,2,2,High/Medium,Normal (170-185),No,928000,89,55,57,61,24,59
E. Youan,Thody Élie Youan,63,71,22,183,78,FC St. Gallen 1879,Swiss Super League,LCM,France,Right,3,3,Medium/Medium,Normal (170-185),No,1800000,73,63,49,64,29,54
T. Basila,Thomas Hervé Basila,63,73,22,187,83,AS Nancy Lorraine,French Ligue 2,RCB,France,Right,2,2,Medium/Medium,Lean (185+),No,,53,32,48,47,63,67
N. Granatowski,Nico Granatowski,63,63,30,172,69,1. FC Magdeburg,German 3. Bundesliga,SUB,Germany,Right,3,3,Medium/Medium,Normal (170-185),No,689000,77,59,54,65,40,69
M. Dembélé,Papis Malaly Dembélé,63,70,24,184,75,Rodez Aveyron Football,French Ligue 2,SUB,France,Right,3,2,Medium/Low,Lean (170-185),No,1900000,80,65,46,60,21,59
L. Röser,Lucas Röser,63,63,27,184,80,1. FC Kaiserslautern,German 3. Bundesliga,RES,Germany,Right,3,3,Medium/Medium,Lean (170-185),No,761000,71,63,53,63,32,64
K. Kunz,Kevin Kunz,63,64,29,190,89,SSV Jahn Regensburg,German 2. Bundesliga,SUB,Germany,Right,3,1,Medium/Medium,Normal (185+),No,609000,,,,,,
G. Marcussen,Gustav Ølsted Marcussen,63,71,23,179,70,Silkeborg IF,Danish Superliga,RES,Denmark,Right,2,2,Medium/Medium,Lean (170-185),No,1600000,76,55,56,65,40,57
R. Dadashov,Renat Oleq Oğlu Dadaşov,63,74,22,186,81,CD Tondela,Portuguese Liga ZON SAGRES,SUB,Azerbaijan,Right,3,3,High/High,Normal (185+),Yes,,65,63,49,59,24,62
M. Warming,Magnus Warming,63,70,21,187,72,Torino F.C.,Italian Serie A,RES,Denmark,Right,3,3,High/Low,Lean (185+),No,1900000,87,54,53,66,32,49
D. Campbell,Dean Graeme Campbell,63,76,20,182,71,Aberdeen,Scottish Premiership,SUB,Scotland,Left,4,2,Medium/Medium,Normal (170-185),No,2900000,69,54,63,67,54,51
J. Brandon,Jamie Brandon,63,72,23,176,70,Heart of Midlothian,Scottish Premiership,RES,Scotland,Right,3,2,High/High,Lean (170-185),No,2000000,79,44,58,65,57,63
J. Altamirano,Javier Adolfo Altamirano Altamirano,63,73,21,172,68,CD Huachipato,Chilian Campeonato Nacional,CAM,Chile,Left,3,2,High/Medium,Lean (170-185),No,1700000,74,61,58,67,50,56
O. Käuper,Ole Käuper,63,68,24,187,77,SV Meppen,German 3. Bundesliga,LDM,Germany,Left,3,2,Medium/Medium,Lean (185+),No,1100000,58,57,61,64,57,63
L. Jensen,Leon Jensen,63,69,24,175,70,Karlsruher SC,German 2. Bundesliga,SUB,Germany,Right,4,3,High/Medium,Normal (170-185),No,1300000,71,60,61,67,50,54
T. Lebeau,Tom Lebeau,63,70,22,174,65,Chamois Niortais Football Club,French Ligue 2,SUB,France,Right,3,2,High/Medium,Lean (170-185),No,1900000,74,58,64,67,57,54
J. Pantemis,James Pantemis,63,69,24,191,79,Club de Foot Montréal,USA Major League Soccer,SUB,Canada,Left,1,1,Medium/Medium,Normal (185+),No,1000000,,,,,,
T. Schwede,Tobias Schwede,63,64,27,182,73,F.C. Hansa Rostock,German 2. Bundesliga,SUB,Germany,Left,3,3,High/High,Lean (170-185),No,813000,79,53,58,64,52,68
D. Desprez,Didier Desprez,63,74,22,190,83,Royal Charleroi S.C.,Belgian Jupiler Pro League,SUB,France,Right,3,1,Medium/Medium,Normal (185+),No,1600000,,,,,,
A. Nurudeen,Abdul Manaf Nurudeen,63,75,22,190,77,KAS Eupen,Belgian Jupiler Pro League,GK,Ghana,Right,3,1,Medium/Medium,Normal (185+),No,1700000,,,,,,
M. Fritz,Moritz Fritz,63,64,27,192,84,Viktoria Köln,German 3. Bundesliga,RES,Germany,Right,4,2,Medium/Medium,Normal (185+),No,724000,54,41,48,48,61,76
Madger Gomes,Madger Antonio Gomes Ajú,63,70,24,180,74,Crewe Alexandra,English League One,SUB,Spain,Left,3,3,High/High,Lean (170-185),No,1800000,77,58,59,65,57,60
R. Guder,René Guder,63,63,26,183,79,SV Meppen,German 3. Bundesliga,SUB,Germany,Right,4,2,Medium/Medium,Normal (170-185),No,761000,83,61,53,65,26,68
J. Bakker,Justin Bakker,63,70,23,189,74,Go Ahead Eagles,Holland Eredivisie,LCB,Netherlands,Left,3,2,Medium/High,Normal (185+),No,1500000,66,46,61,54,63,59
L. Lauberbach,Lion Lauberbach,63,71,23,194,88,Eintracht Braunschweig,German 3. Bundesliga,ST,Germany,Right,5,3,Medium/Medium,Normal (185+),No,1800000,70,61,57,64,39,71
